Mean,Std,Contrast,Sharpness,EdgeStrength,NoiseLevel,Patient,Modality
0.06028898432850838,0.1267489492893219,1.0,0.012217601761221886,0.29736587405204773,0.023259414359927177,BraTS20_Training_009,t1ce
0.06300849467515945,0.14262442290782928,1.0,0.017324179410934448,0.41173240542411804,0.028647039085626602,BraTS20_Training_009,t2
0.052197035402059555,0.11260499805212021,1.0,0.007884851656854153,0.3067690134048462,0.02077358216047287,BraTS20_Training_009,flair
0.09141737222671509,0.20940548181533813,1.0,0.014906423166394234,0.46513262391090393,0.02729557640850544,BraTS20_Training_010,t1
0.05619582161307335,0.1172870621085167,1.0,0.011515654623508453,0.2567926049232483,0.022029517218470573,BraTS20_Training_010,t1ce
0.059863559901714325,0.1351543813943863,1.0,0.02152840606868267,0.4255498945713043,0.031630679965019226,BraTS20_Training_010,t2
0.05011304095387459,0.10390430688858032,1.0,0.007981406524777412,0.2824367582798004,0.020767169073224068,BraTS20_Training_010,flair
0.09655072540044785,0.198205828666687,1.0,0.012785033322870731,0.4918462634086609,0.02557438239455223,BraTS20_Training_011,t1
0.0628039538860321,0.11977536976337433,1.0,0.013977148570120335,0.32424530386924744,0.025265667587518692,BraTS20_Training_011,t1ce
0.07063548266887665,0.1505485475063324,1.0,0.015686320140957832,0.5097295045852661,0.0290084108710289,BraTS20_Training_011,t2
0.06074687838554382,0.11835622787475586,1.0,0.010577067732810974,0.36161282658576965,0.02418251894414425,BraTS20_Training_011,flair
0.09956776350736618,0.20651884377002716,1.0,0.01369673665612936,0.5176593065261841,0.026404626667499542,BraTS20_Training_012,t1
0.06508384644985199,0.12551593780517578,1.0,0.011360961012542248,0.33039218187332153,0.022889448329806328,BraTS20_Training_012,t1ce
0.07154190540313721,0.1531326323747635,1.0,0.016832247376441956,0.5291759371757507,0.02969292551279068,BraTS20_Training_012,t2
0.063420869410038,0.12479697167873383,1.0,0.013421600684523582,0.41023772954940796,0.02708262950181961,BraTS20_Training_012,flair
0.0963379517197609,0.2082929164171219,1.0,0.015814324840903282,0.5173681378364563,0.028432196006178856,BraTS20_Training_013,t1
0.06832810491323471,0.1386990249156952,1.0,0.014923393726348877,0.34748801589012146,0.02585013583302498,BraTS20_Training_013,t1ce
0.0650760754942894,0.14362922310829163,1.0,0.02358374372124672,0.5117728114128113,0.03386881947517395,BraTS20_Training_013,t2
0.06276646256446838,0.12925998866558075,1.0,0.012452825903892517,0.38878142833709717,0.026378924027085304,BraTS20_Training_013,flair
0.11875507980585098,0.23684130609035492,1.0,0.019144553691148758,0.5960561037063599,0.030775098130106926,BraTS20_Training_014,t1
0.077504463493824,0.14503103494644165,1.0,0.015613535419106483,0.3770081400871277,0.026831090450286865,BraTS20_Training_014,t1ce
0.07467128336429596,0.15057513117790222,1.0,0.021501541137695312,0.4956032633781433,0.03157468140125275,BraTS20_Training_014,t2
0.07854733616113663,0.15153172612190247,1.0,0.01266388688236475,0.4280546307563782,0.02643413469195366,BraTS20_Training_014,flair
0.1044355109333992,0.21579866111278534,1.0,0.015713702887296677,0.5544543266296387,0.028403790667653084,BraTS20_Training_015,t1
0.06905560940504074,0.133339986205101,1.0,0.014923427253961563,0.34836462140083313,0.02569730021059513,BraTS20_Training_015,t1ce
0.07564972341060638,0.16109709441661835,1.0,0.027798239141702652,0.5804601311683655,0.03690935671329498,BraTS20_Training_015,t2
0.07230621576309204,0.14766913652420044,1.0,0.012901443056762218,0.4314369559288025,0.027354564517736435,BraTS20_Training_015,flair
0.08918685466051102,0.18920694291591644,1.0,0.011868314817547798,0.42226099967956543,0.024401426315307617,BraTS20_Training_016,t1
0.058025140315294266,0.11530184000730515,1.0,0.010315989144146442,0.2801632285118103,0.021448979154229164,BraTS20_Training_016,t1ce
0.0655355304479599,0.1430327594280243,1.0,0.01317646075040102,0.4324084222316742,0.026764029636979103,BraTS20_Training_016,t2
0.07239916920661926,0.14930924773216248,1.0,0.006460243370383978,0.29903969168663025,0.018201634287834167,BraTS20_Training_016,flair
0.09644100815057755,0.1998947113752365,1.0,0.01368609070777893,0.48942720890045166,0.026308471336960793,BraTS20_Training_017,t1
0.07298926264047623,0.1444508582353592,1.0,0.0163065604865551,0.36807143688201904,0.02688736841082573,BraTS20_Training_017,t1ce
0.07126008719205856,0.1512163132429123,1.0,0.02025441639125347,0.4867818057537079,0.031093336641788483,BraTS20_Training_017,t2
0.06530405580997467,0.13078996539115906,1.0,0.01006970927119255,0.33691397309303284,0.022451717406511307,BraTS20_Training_017,flair
0.09332522749900818,0.21560704708099365,1.0,0.01687849685549736,0.5100098848342896,0.029208697378635406,BraTS20_Training_018,t1
0.053813591599464417,0.11240757256746292,1.0,0.00991514790803194,0.2623167634010315,0.020947182551026344,BraTS20_Training_018,t1ce
0.06212649121880531,0.1423320472240448,1.0,0.022554466500878334,0.46041586995124817,0.03290398418903351,BraTS20_Training_018,t2
0.062080688774585724,0.13780824840068817,1.0,0.014089178293943405,0.3871646523475647,0.02781480923295021,BraTS20_Training_018,flair
0.09127955883741379,0.20710331201553345,1.0,0.01525034848600626,0.4613756239414215,0.027229798957705498,BraTS20_Training_019,t1
0.05285423994064331,0.10844793915748596,1.0,0.009293797425925732,0.24375848472118378,0.020097563043236732,BraTS20_Training_019,t1ce
0.059511516243219376,0.13471364974975586,1.0,0.019429413601756096,0.42881378531455994,0.03084595315158367,BraTS20_Training_019,t2
0.053329724818468094,0.11296253651380539,1.0,0.008353229612112045,0.3111540973186493,0.021883774548768997,BraTS20_Training_019,flair
0.10445296764373779,0.22017399966716766,1.0,0.017894215881824493,0.5805107951164246,0.030385348945856094,BraTS20_Training_020,t1
0.07389962673187256,0.14701208472251892,1.0,0.015900269150733948,0.3965899348258972,0.027101101353764534,BraTS20_Training_020,t1ce
0.07331280410289764,0.15861356258392334,1.0,0.019754717126488686,0.5181846022605896,0.031068984419107437,BraTS20_Training_020,t2
0.06762342900037766,0.1370919793844223,1.0,0.010748423635959625,0.3892151713371277,0.02451859787106514,BraTS20_Training_020,flair
0.09181424975395203,0.21629469096660614,1.0,0.017365433275699615,0.5143774747848511,0.02992795780301094,BraTS20_Training_021,t1
0.05620376393198967,0.12042197585105896,1.0,0.011184874922037125,0.27157798409461975,0.022217242047190666,BraTS20_Training_021,t1ce
0.06100589409470558,0.14162179827690125,1.0,0.019756769761443138,0.4353955388069153,0.030582595616579056,BraTS20_Training_021,t2
0.0530286505818367,0.11378010362386703,1.0,0.007642118725925684,0.27738773822784424,0.020270349457859993,BraTS20_Training_021,flair
0.1082441583275795,0.23016415536403656,1.0,0.01988302916288376,0.5506619811058044,0.030913380905985832,BraTS20_Training_022,t1
0.05534016713500023,0.10611005127429962,1.0,0.010971328243613243,0.2738093137741089,0.022154048085212708,BraTS20_Training_022,t1ce
0.06352289766073227,0.1353812962770462,1.0,0.011062259785830975,0.4182809889316559,0.02423865534365177,BraTS20_Training_022,t2
0.0586509071290493,0.11755678057670593,1.0,0.009082826785743237,0.3357357978820801,0.02252550609409809,BraTS20_Training_022,flair
0.08709996193647385,0.2028011977672577,1.0,0.012001548893749714,0.46381375193595886,0.025614913552999496,BraTS20_Training_023,t1
0.051780086010694504,0.10776159912347794,1.0,0.010290967300534248,0.26936182379722595,0.02187676541507244,BraTS20_Training_023,t1ce
0.05831898748874664,0.1396941840648651,1.0,0.013793262653052807,0.46520736813545227,0.027864128351211548,BraTS20_Training_023,t2
0.05649343878030777,0.12247653305530548,1.0,0.00733823562040925,0.3168768286705017,0.020905571058392525,BraTS20_Training_023,flair
0.08960361778736115,0.1818852722644806,1.0,0.007790061645209789,0.4098496735095978,0.02078116126358509,BraTS20_Training_024,t1
0.06194018945097923,0.11871401220560074,1.0,0.008981503546237946,0.3064367175102234,0.021674683317542076,BraTS20_Training_024,t1ce
0.06341534852981567,0.13023266196250916,1.0,0.007807718589901924,0.38664349913597107,0.02150942012667656,BraTS20_Training_024,t2
0.05803238973021507,0.11293481290340424,1.0,0.006709414068609476,0.3102011978626251,0.019929107278585434,BraTS20_Training_024,flair
0.08286824077367783,0.19687360525131226,1.0,0.015790876001119614,0.4350670278072357,0.02758607268333435,BraTS20_Training_025,t1
0.05079074576497078,0.11007548123598099,1.0,0.012323406524956226,0.2526736855506897,0.02292330376803875,BraTS20_Training_025,t1ce
0.05883398279547691,0.13896720111370087,1.0,0.012185386382043362,0.3881591558456421,0.025110138580203056,BraTS20_Training_025,t2
0.05348336696624756,0.12111630290746689,1.0,0.009204591624438763,0.31162363290786743,0.0227979589253664,BraTS20_Training_025,flair
0.131715327501297,0.25880008935928345,1.0,0.011132734827697277,0.466397225856781,0.023848971351981163,BraTS20_Training_026,t1
0.07247191667556763,0.13411496579647064,1.0,0.011114797554910183,0.35217225551605225,0.023031316697597504,BraTS20_Training_026,t1ce
0.07606648653745651,0.15514974296092987,1.0,0.017873698845505714,0.517105758190155,0.030489614233374596,BraTS20_Training_026,t2
0.0593080073595047,0.11386975646018982,1.0,0.007192946970462799,0.32869401574134827,0.019939878955483437,BraTS20_Training_026,flair
0.10140202939510345,0.2224062979221344,1.0,0.01934637874364853,0.5518362522125244,0.031084682792425156,BraTS20_Training_027,t1
0.0684332326054573,0.1400495320558548,1.0,0.014835064299404621,0.3456905782222748,0.02536107785999775,BraTS20_Training_027,t1ce
0.06789617240428925,0.14842884242534637,1.0,0.021190445870161057,0.4805665910243988,0.03179355338215828,BraTS20_Training_027,t2
0.07047010958194733,0.14804063737392426,1.0,0.01046994049102068,0.36202386021614075,0.023663312196731567,BraTS20_Training_027,flair
0.09938674420118332,0.2076673060655594,1.0,0.016223082318902016,0.5686675906181335,0.02896769717335701,BraTS20_Training_028,t1
0.07550755143165588,0.1504461169242859,1.0,0.013884911313652992,0.4287070631980896,0.0258479043841362,BraTS20_Training_028,t1ce
0.08306633681058884,0.17715780436992645,1.0,0.01491517387330532,0.5727137923240662,0.0287981778383255,BraTS20_Training_028,t2
0.07544249296188354,0.15392087399959564,1.0,0.016780981793999672,0.4969214200973511,0.030690547078847885,BraTS20_Training_028,flair
0.0838366150856018,0.19843138754367828,1.0,0.015179270878434181,0.4679211378097534,0.028019938617944717,BraTS20_Training_029,t1
0.057334914803504944,0.12601755559444427,1.0,0.013842031359672546,0.30050432682037354,0.024875083938241005,BraTS20_Training_029,t1ce
0.06325845420360565,0.1486062854528427,1.0,0.008602922782301903,0.3914824426174164,0.02230636030435562,BraTS20_Training_029,t2
0.0608271099627018,0.13975116610527039,1.0,0.013552932068705559,0.3844221830368042,0.028009749948978424,BraTS20_Training_029,flair
0.10290185362100601,0.21536493301391602,1.0,0.01686934381723404,0.5229650139808655,0.02868526801466942,BraTS20_Training_030,t1
0.07108493149280548,0.14034928381443024,1.0,0.017520064488053322,0.35775861144065857,0.027341922745108604,BraTS20_Training_030,t1ce
0.0680147260427475,0.14211614429950714,1.0,0.021149635314941406,0.46378397941589355,0.031547289341688156,BraTS20_Training_030,t2
0.07412786036729813,0.15087288618087769,1.0,0.017349399626255035,0.44214046001434326,0.03045889362692833,BraTS20_Training_030,flair
0.1076713502407074,0.22251899540424347,1.0,0.015430884435772896,0.5508522391319275,0.02826099656522274,BraTS20_Training_031,t1
0.07245060801506042,0.14059960842132568,1.0,0.01235935091972351,0.3447437882423401,0.02364511601626873,BraTS20_Training_031,t1ce
0.07638834416866302,0.15880602598190308,1.0,0.010906603187322617,0.47135114669799805,0.02449420467019081,BraTS20_Training_031,t2
0.07468867301940918,0.15097187459468842,1.0,0.017215752974152565,0.47649747133255005,0.03124994970858097,BraTS20_Training_031,flair
0.09002919495105743,0.2033313512802124,1.0,0.01649479754269123,0.5008110404014587,0.029019098728895187,BraTS20_Training_032,t1
0.06824687123298645,0.1465868204832077,1.0,0.015356252901256084,0.37034356594085693,0.026739418506622314,BraTS20_Training_032,t1ce
0.06771069765090942,0.15214307606220245,1.0,0.009983214549720287,0.4397751986980438,0.024468950927257538,BraTS20_Training_032,t2
0.05966218560934067,0.1271209716796875,1.0,0.011609330773353577,0.36932721734046936,0.02600432001054287,BraTS20_Training_032,flair
0.08184728026390076,0.18862849473953247,1.0,0.013600240461528301,0.44016581773757935,0.026073331013321877,BraTS20_Training_033,t1
0.05165572836995125,0.10903360694646835,1.0,0.010042883455753326,0.2602219879627228,0.021057697013020515,BraTS20_Training_033,t1ce
0.06345507502555847,0.14921340346336365,1.0,0.02335510216653347,0.4678986072540283,0.03353603184223175,BraTS20_Training_033,t2
0.05527493357658386,0.12363021075725555,1.0,0.008988738059997559,0.32609620690345764,0.02238014154136181,BraTS20_Training_033,flair
0.07435020804405212,0.1639709323644638,1.0,0.009604395367205143,0.3706789016723633,0.02171340398490429,BraTS20_Training_034,t1
0.06139253452420235,0.12961551547050476,1.0,0.011474876664578915,0.2995217740535736,0.022499801591038704,BraTS20_Training_034,t1ce
0.06546732038259506,0.14686307311058044,1.0,0.009262393228709698,0.3765973448753357,0.022060994058847427,BraTS20_Training_034,t2
0.0575798824429512,0.12461298704147339,1.0,0.011034851893782616,0.36082950234413147,0.024580035358667374,BraTS20_Training_034,flair
0.0866565853357315,0.186600923538208,1.0,0.0111389746889472,0.4796009659767151,0.02502737194299698,BraTS20_Training_035,t1
0.05993614345788956,0.12103183567523956,1.0,0.010769332759082317,0.3752996027469635,0.023597460240125656,BraTS20_Training_035,t1ce
0.0686650425195694,0.1550418883562088,1.0,0.015489550307393074,0.5898666381835938,0.030933434143662453,BraTS20_Training_035,t2
0.058980315923690796,0.12105730175971985,1.0,0.011218775995075703,0.3676849901676178,0.02427055314183235,BraTS20_Training_035,flair
0.09285058081150055,0.21388383209705353,1.0,0.01615811139345169,0.535275399684906,0.029134443029761314,BraTS20_Training_036,t1
0.054123830050230026,0.11263102293014526,1.0,0.012444817461073399,0.287189781665802,0.023696092888712883,BraTS20_Training_036,t1ce
0.06338794529438019,0.1525079309940338,1.0,0.017735062167048454,0.5222774744033813,0.030694788321852684,BraTS20_Training_036,t2
0.05593157187104225,0.11916548013687134,1.0,0.011616719886660576,0.35568884015083313,0.025620900094509125,BraTS20_Training_036,flair
0.08933447301387787,0.20013824105262756,1.0,0.012026747688651085,0.45767942070961,0.02506072074174881,BraTS20_Training_037,t1
0.049427323043346405,0.09979061782360077,1.0,0.007990449666976929,0.2579645812511444,0.02011973038315773,BraTS20_Training_037,t1ce
0.06669128686189651,0.1517137736082077,1.0,0.011439905501902103,0.4335266947746277,0.025470318272709846,BraTS20_Training_037,t2
0.05966271087527275,0.12786248326301575,1.0,0.009817930869758129,0.3304465711116791,0.02316991426050663,BraTS20_Training_037,flair
0.08366938680410385,0.19089223444461823,1.0,0.01433566678315401,0.4750477075576782,0.026826487854123116,BraTS20_Training_038,t1
0.05365966632962227,0.11247218400239944,1.0,0.012156089767813683,0.3105446994304657,0.023746509104967117,BraTS20_Training_038,t1ce
0.06794918328523636,0.16223721206188202,1.0,0.019342288374900818,0.5330197811126709,0.0312754362821579,BraTS20_Training_038,t2
0.05467652529478073,0.11830052733421326,1.0,0.009421439841389656,0.33129438757896423,0.02254037745296955,BraTS20_Training_038,flair
0.08555541187524796,0.19837120175361633,1.0,0.009908429346978664,0.40408819913864136,0.02291696146130562,BraTS20_Training_039,t1
0.04414568096399307,0.08819738775491714,1.0,0.006921444553881884,0.19736233353614807,0.017540831118822098,BraTS20_Training_039,t1ce
0.05427996441721916,0.12576480209827423,1.0,0.009831899777054787,0.37599751353263855,0.023904593661427498,BraTS20_Training_039,t2
0.05969217047095299,0.1309550404548645,1.0,0.007035999558866024,0.3075263500213623,0.02031501568853855,BraTS20_Training_039,flair
0.11127148568630219,0.226406067609787,1.0,0.021196948364377022,0.6004583835601807,0.0324944444000721,BraTS20_Training_040,t1
0.06633483618497849,0.12653104960918427,1.0,0.01680130697786808,0.37039509415626526,0.02752949483692646,BraTS20_Training_040,t1ce
0.07536035776138306,0.16174153983592987,1.0,0.01600797101855278,0.5497174859046936,0.0299416184425354,BraTS20_Training_040,t2
0.07199427485466003,0.14383050799369812,1.0,0.011636181734502316,0.4254256784915924,0.026110589504241943,BraTS20_Training_040,flair
0.0859675407409668,0.17889544367790222,1.0,0.011520239524543285,0.4427742063999176,0.02418135106563568,BraTS20_Training_041,t1
0.06434621661901474,0.12774845957756042,1.0,0.016374707221984863,0.3470124900341034,0.027022158727049828,BraTS20_Training_041,t1ce
0.07215873152017593,0.16093795001506805,1.0,0.01717814989387989,0.5475477576255798,0.030759701505303383,BraTS20_Training_041,t2
0.05729689821600914,0.11545900255441666,1.0,0.008977403864264488,0.34159836173057556,0.0224220659583807,BraTS20_Training_041,flair
0.09897393733263016,0.2229219377040863,1.0,0.01728086732327938,0.5338310599327087,0.029713770374655724,BraTS20_Training_042,t1
0.057077616453170776,0.11765044927597046,1.0,0.012413582764565945,0.3019261658191681,0.02387242391705513,BraTS20_Training_042,t1ce
0.06537634134292603,0.1523820459842682,1.0,0.01600293070077896,0.5005492568016052,0.02973002754151821,BraTS20_Training_042,t2
0.058633219450712204,0.1255483329296112,1.0,0.00911881122738123,0.336112380027771,0.02295246161520481,BraTS20_Training_042,flair
0.10907074064016342,0.23072099685668945,1.0,0.019818713888525963,0.576084554195404,0.03137696534395218,BraTS20_Training_043,t1
0.0565008670091629,0.10681969672441483,1.0,0.011943742632865906,0.28386422991752625,0.023122649639844894,BraTS20_Training_043,t1ce
0.06469063460826874,0.13740162551403046,1.0,0.0135088125243783,0.47004440426826477,0.027019506320357323,BraTS20_Training_043,t2
0.07121406495571136,0.14432866871356964,1.0,0.016920728608965874,0.4566654562950134,0.030573273077607155,BraTS20_Training_043,flair
0.10635049641132355,0.2278120070695877,1.0,0.01716795563697815,0.5498679876327515,0.029485009610652924,BraTS20_Training_044,t1
0.05797123163938522,0.11326435208320618,1.0,0.012301514856517315,0.28535667061805725,0.02349488064646721,BraTS20_Training_044,t1ce
0.05781856179237366,0.1225380152463913,1.0,0.01047869585454464,0.4145214557647705,0.024191278964281082,BraTS20_Training_044,t2
0.061875950545072556,0.12520460784435272,1.0,0.012656506150960922,0.4006524384021759,0.02686121314764023,BraTS20_Training_044,flair
0.0881124958395958,0.20284518599510193,1.0,0.016379404813051224,0.49490121006965637,0.02864690311253071,BraTS20_Training_045,t1
0.05482238158583641,0.11806166172027588,1.0,0.013045195490121841,0.31471678614616394,0.024958930909633636,BraTS20_Training_045,t1ce
0.06522636860609055,0.15582889318466187,1.0,0.01718609221279621,0.5133532285690308,0.03056100197136402,BraTS20_Training_045,t2
0.061214156448841095,0.1365770399570465,1.0,0.012568365782499313,0.38279488682746887,0.026437753811478615,BraTS20_Training_045,flair
0.07387440651655197,0.1486307829618454,1.0,0.004122869577258825,0.3310021758079529,0.015637125819921494,BraTS20_Training_046,t1
0.05601364001631737,0.10696592926979065,1.0,0.007695836015045643,0.2746112048625946,0.01984229125082493,BraTS20_Training_046,t1ce
0.06334452331066132,0.13898324966430664,1.0,0.015404717065393925,0.5071930885314941,0.029267093166708946,BraTS20_Training_046,t2
0.06248811259865761,0.12337909638881683,1.0,0.009196560829877853,0.3500918745994568,0.022420933470129967,BraTS20_Training_046,flair
0.10082115978002548,0.20672708749771118,1.0,0.014104415662586689,0.5118072032928467,0.02654114179313183,BraTS20_Training_047,t1
0.06414153426885605,0.12277746945619583,1.0,0.014069502241909504,0.34460553526878357,0.02546655759215355,BraTS20_Training_047,t1ce
0.07183780521154404,0.15669049322605133,1.0,0.015994051471352577,0.5584969520568848,0.030161283910274506,BraTS20_Training_047,t2
0.06398986279964447,0.1276390254497528,1.0,0.013075793161988258,0.41021203994750977,0.026773789897561073,BraTS20_Training_047,flair
0.09777892380952835,0.21153222024440765,1.0,0.015011841431260109,0.5321587920188904,0.028004951775074005,BraTS20_Training_048,t1
0.06114839389920235,0.12133121490478516,1.0,0.014575128443539143,0.3069412410259247,0.02488606609404087,BraTS20_Training_048,t1ce
0.06486156582832336,0.14514261484146118,1.0,0.016066335141658783,0.5139662027359009,0.029454488307237625,BraTS20_Training_048,t2
0.05173545330762863,0.10083863884210587,1.0,0.008109493181109428,0.3183082640171051,0.021570466458797455,BraTS20_Training_048,flair
0.10391602665185928,0.2228291630744934,1.0,0.019905513152480125,0.5942578315734863,0.03173485025763512,BraTS20_Training_049,t1
0.06575877964496613,0.13097156584262848,1.0,0.014335733838379383,0.3984370529651642,0.026135975494980812,BraTS20_Training_049,t1ce
0.078010693192482,0.17365135252475739,1.0,0.020418040454387665,0.5903593897819519,0.03305340185761452,BraTS20_Training_049,t2
0.07221592962741852,0.14937512576580048,1.0,0.012982994318008423,0.4688807725906372,0.028114378452301025,BraTS20_Training_049,flair
0.0716131255030632,0.14107562601566315,1.0,0.005026599857956171,0.3230741024017334,0.016565615311264992,BraTS20_Training_050,t1
0.06248302385210991,0.12039149552583694,1.0,0.009345927275717258,0.31262290477752686,0.022125085815787315,BraTS20_Training_050,t1ce
0.06719271838665009,0.14649508893489838,1.0,0.014134697616100311,0.5009968876838684,0.028076862916350365,BraTS20_Training_050,t2
0.059113115072250366,0.1166253536939621,1.0,0.009111263789236546,0.3544808626174927,0.02313920482993126,BraTS20_Training_050,flair
0.08734272420406342,0.19570836424827576,1.0,0.012981624342501163,0.45990458130836487,0.025995297357439995,BraTS20_Training_051,t1
0.054245468229055405,0.110990010201931,1.0,0.010849260725080967,0.26789939403533936,0.02185388281941414,BraTS20_Training_051,t1ce
0.0648205429315567,0.15183842182159424,1.0,0.013663007877767086,0.46143820881843567,0.027196332812309265,BraTS20_Training_051,t2
0.05901084467768669,0.12933839857578278,1.0,0.009160442277789116,0.3425368070602417,0.023134568706154823,BraTS20_Training_051,flair
0.08843956142663956,0.1973647177219391,1.0,0.013829602859914303,0.46823185682296753,0.026358848437666893,BraTS20_Training_052,t1
0.058429230004549026,0.12107943743467331,1.0,0.012874029576778412,0.3171651065349579,0.02450638636946678,BraTS20_Training_052,t1ce
0.0670066773891449,0.15752233564853668,1.0,0.01744169183075428,0.5345051884651184,0.03107343800365925,BraTS20_Training_052,t2
0.059638749808073044,0.12631964683532715,1.0,0.0137294577434659,0.3585544228553772,0.026457833126187325,BraTS20_Training_052,flair
0.11527960002422333,0.2282075732946396,1.0,0.020150085911154747,0.573140025138855,0.030897831544280052,BraTS20_Training_053,t1
0.06244466081261635,0.11427869647741318,1.0,0.01398713793605566,0.3094175457954407,0.02455069310963154,BraTS20_Training_053,t1ce
0.07302945107221603,0.14673566818237305,1.0,0.01199736911803484,0.4482136368751526,0.02496480755507946,BraTS20_Training_053,t2
0.08391289412975311,0.16538603603839874,1.0,0.01621956191956997,0.4845123291015625,0.030046280473470688,BraTS20_Training_053,flair
0.09199508279561996,0.20888715982437134,1.0,0.015095430426299572,0.4893447458744049,0.028018785640597343,BraTS20_Training_054,t1
0.05101018399000168,0.10532504320144653,1.0,0.010360775515437126,0.25938355922698975,0.021785980090498924,BraTS20_Training_054,t1ce
0.05316586792469025,0.12203945219516754,1.0,0.00957222655415535,0.39359667897224426,0.023650985211133957,BraTS20_Training_054,t2
0.05154796689748764,0.10859128832817078,1.0,0.007517238613218069,0.29468849301338196,0.021020734682679176,BraTS20_Training_054,flair
0.09035870432853699,0.17684054374694824,1.0,0.007828114554286003,0.4214010536670685,0.020536156371235847,BraTS20_Training_055,t1
0.058093950152397156,0.10485685616731644,1.0,0.009885229170322418,0.280074805021286,0.02091614343225956,BraTS20_Training_055,t1ce
0.07244746387004852,0.15232563018798828,1.0,0.014153997413814068,0.5284687876701355,0.028111735358834267,BraTS20_Training_055,t2
